咪咕,#genre#
山东教育卫视,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=37001
中华美食,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=37002
河南都市,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41101
河南民生,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41102
河南法治,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41103
河南电视剧,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41104
河南新闻,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41105
河南公共,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41106
河南乡村,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41107
河南睛彩中原,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41108
河南移动戏曲,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41109
河南功夫,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41110
河南收藏天下,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41111
郑州新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41112
周口新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41113
开封新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41114
洛阳新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41115
平顶山新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41116
安阳新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41117
鹤壁新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41118
新乡新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41119
焦作新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41120
濮阳新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41121
许昌综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41122
漯河新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41123
三门峡新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41124
商丘新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41125
驻马店新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41126
南阳新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41127
信阳新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41128
济源1套,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41129
长城铝综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41130
嘉佳卡通,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41133
东方财经,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41135
兰铁TV,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41136
人民铁道,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=41137
湖南教育,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43021
湖南经视,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43024
金鹰卡通,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43025
湖南娱乐,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43027
湖南都市,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43028
湖南电影,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43029
湖南电视剧,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43030
快乐购,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43032
四海钓鱼,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43036
劲爆体育,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43038
欢笑剧场,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43039
乐游,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43040
游戏风云,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43041
生活时尚,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43043
动漫秀场,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43045
CHC高清电影,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43063
湖南爱晚,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43080
新视觉,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43082
魅力足球,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43083
劲爆体育,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43084
都市剧场,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43085
金鹰纪实,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43087
益阳新闻综合,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43088
益阳教育,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43089
益阳公共,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43090
湖南都市,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43094
湖南电影,http://dp.sxtv.top:88/神仙影视专用盗源死全家/yfy.php?id=43098



龙江IPV6,#genre#
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视「IPV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视「IPV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
NewTv 超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTv 超级电视剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTv 超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTv 超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTv 金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTv 东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTv 哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
NewTv 古装剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTv 欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTv 黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
NewTv 黑莓电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
NewTv 怡伴健康,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTv 潮妈辣婆,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTv 军旅剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTv 军事评论,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTv 中国功夫,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTv 农业致富,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTv 动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTv 家庭剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTv 惊悚悬疑,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTv 武博世界,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTv 炫舞未来,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
NewTv 爱情喜剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTv 精品萌宠,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTv 精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTv 精品大剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTv 精品记录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
咪咕直播 1*,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕直播 2*,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播 3*,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播 4*,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
